ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
51,VIRGINIA,VA,51059,Fairfax,51059451601,"Census Tract 4516.01, Fairfax County, Virginia",0.366639756486,6031,614,1562,60,1506,81,2304,603,130,91,17479,2418,1860,266,145,51,2397,468,205,160,309,155,5301,699,1524,495,683,176,0,17,409,143,428,137,2,4,38.8,10.2,5.0,3.4,17479.0,2418.0,58.4,5.9,2.4,0.8,39.7,6.6,3.4,2.7,20.5,10.3,87.9,7.4,29.6,9.2,43.7,11.2,0.0,2.1,27.2,9.4,28.4,9.0,0.0,0.1,0.9744,0.5592,0.9429,1.0,3.4765,0.932,0.0186,0.9936,0.0197,0.9611,1.993,0.4787,0.9627,0.9989,1.9616,0.9995,0.9297,0.0,0.9995,0.9797,0.0,2.9089,0.7651,10.34,0.9294,1,0,1,1,3,0,1,0,1,2,1,1,2,1,0,1,1,0,3,10,2432,470,40.4,7.1,2490
51,VIRGINIA,VA,51059,Fairfax,51059451602,"Census Tract 4516.02, Fairfax County, Virginia",0.36543009892,2674,269,1149,32,1060,61,183,88,154,77,42391,7011,180,80,366,65,539,120,276,100,47,45,1367,350,224,105,812,69,0,12,123,58,67,40,0,12,6.8,3.5,9.2,4.1,42391.0,7011.0,9.8,4.3,13.7,2.6,20.2,4.0,10.4,3.6,4.4,4.3,51.1,12.1,8.9,4.1,70.7,5.7,0.0,2.8,11.6,5.4,6.3,3.7,0.0,0.4,0.3839,0.8778,0.2971,0.5045,2.0633,0.5292,0.4359,0.3848,0.4253,0.2602,1.5062,0.183,0.7238,0.9351,1.6589,0.8877,0.9718,0.0,0.9856,0.6428,0.0,2.6002,0.6471,7.8286,0.618,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,681,247,25.6,7.7,2535
51,VIRGINIA,VA,51059,Fairfax,51059451800,"Census Tract 4518, Fairfax County, Virginia",0.910479481464,3683,248,1123,21,1123,21,201,108,72,56,44422,5416,339,203,681,142,696,113,506,176,84,52,2136,332,547,201,0,17,0,12,21,25,24,23,15,13,5.5,2.9,4.1,3.2,44422.0,5416.0,12.8,7.1,18.5,4.0,18.9,2.8,13.8,4.6,7.5,4.6,58.0,8.1,15.9,5.8,0.0,1.5,0.0,2.8,1.9,2.3,2.1,2.0,0.4,0.4,0.3081,0.4194,0.2672,0.6354,1.6301,0.3986,0.6913,0.281,0.6483,0.5311,2.1517,0.5859,0.7967,0.9835,1.7802,0.942,0.0,0.0,0.645,0.2819,0.6573,1.5842,0.2584,7.1462,0.5126,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,563,302,15.4,7.7,2766
51,VIRGINIA,VA,51059,Fairfax,51059451900,"Census Tract 4519, Fairfax County, Virginia",1.078700647946,5399,680,2374,56,2059,181,377,276,134,96,54126,10289,443,317,744,188,1082,248,476,276,178,122,2777,822,320,211,337,135,0,17,147,86,40,46,0,17,7.0,5.0,4.3,3.0,54126.0,10289.0,11.9,8.0,13.8,3.5,20.0,3.8,8.9,4.8,8.6,5.9,51.4,13.8,6.3,4.1,14.2,5.7,0.0,1.4,7.1,4.2,1.9,2.2,0.0,0.3,0.3951,0.4557,0.1499,0.5998,1.6005,0.3874,0.4401,0.3688,0.3308,0.6227,1.7624,0.3292,0.7286,0.8787,1.6073,0.867,0.7233,0.0,0.9468,0.2579,0.0,1.928,0.3812,6.8982,0.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,717,392,13.4,6.7,2563
51,VIRGINIA,VA,51059,Fairfax,51059452000,"Census Tract 4520, Fairfax County, Virginia",0.909558628194,3085,154,1109,28,1100,30,231,89,51,41,51642,6447,421,93,672,83,591,89,425,93,109,59,1850,205,312,105,266,60,0,12,5,15,265,65,6,4,7.5,3.1,3.0,2.4,51642.0,6447.0,18.5,4.0,21.8,2.7,19.2,2.7,13.9,3.3,9.9,5.4,60.0,5.9,11.0,3.6,24.0,5.4,0.0,2.9,0.5,1.4,24.1,5.9,0.2,0.1,0.4261,0.2615,0.1728,0.8254,1.6858,0.4189,0.834,0.3039,0.6558,0.6961,2.4898,0.7839,0.8137,0.9532,1.7669,0.9351,0.8292,0.0,0.3209,0.9658,0.5636,2.6795,0.6797,8.622,0.733,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,112,78,3.7,2.6,3519
51,VIRGINIA,VA,51059,Fairfax,51059452101,"Census Tract 4521.01, Fairfax County, Virginia",1.29403436657,5566,367,1706,40,1613,63,646,371,143,98,44035,5137,818,266,736,87,1244,167,362,134,143,74,3853,455,806,267,11,24,0,17,64,51,8,12,0,17,11.6,6.6,4.4,3.0,44035.0,5137.0,20.6,6.4,13.2,2.0,22.3,2.6,6.5,2.5,8.9,4.6,69.2,6.8,15.5,5.1,0.6,1.5,0.0,1.9,4.0,3.2,0.5,0.7,0.0,0.3,0.6103,0.4723,0.2715,0.8755,2.2296,0.5869,0.413,0.5508,0.1702,0.6392,1.7732,0.3388,0.8771,0.9814,1.8585,0.9739,0.3028,0.0,0.8526,0.0614,0.0,1.2168,0.1634,7.0781,0.5024,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,793,353,14.3,5.8,5698
51,VIRGINIA,VA,51059,Fairfax,51059452102,"Census Tract 4521.02, Fairfax County, Virginia",0.897516106814,3651,267,1122,42,1115,45,177,145,51,43,48291,7028,156,84,679,140,568,79,402,183,62,51,2086,333,398,145,235,81,0,12,26,25,66,43,236,98,5.2,4.2,2.5,2.1,48291.0,7028.0,5.6,3.0,18.6,3.9,15.6,1.8,11.8,5.2,5.6,4.6,57.1,8.1,11.2,4.0,20.9,7.2,0.0,2.9,2.3,2.3,5.9,3.8,6.5,2.6,0.2867,0.1974,0.2171,0.298,0.9992,0.1953,0.6956,0.1325,0.5187,0.3848,1.7316,0.3079,0.785,0.9558,1.7408,0.9276,0.8031,0.0,0.7068,0.6225,0.9106,3.043,0.8046,7.5146,0.5634,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,390,177,11.4,5.1,2173
51,VIRGINIA,VA,51059,Fairfax,51059452200,"Census Tract 4522, Fairfax County, Virginia",0.895700269108,7248,766,2222,46,2137,96,478,367,305,217,28652,5010,1023,309,665,148,1671,308,453,221,196,120,5724,914,1140,406,1068,201,10,18,87,81,156,112,9,10,6.8,5.1,7.1,4.8,28652.0,5010.0,23.4,6.7,9.2,2.0,23.1,3.5,6.3,3.0,9.2,5.6,79.0,9.5,16.9,5.7,48.1,9.0,0.5,0.8,4.1,3.8,7.3,5.2,0.1,0.1,0.3839,0.7652,0.6389,0.9143,2.7023,0.7282,0.2161,0.6024,0.1542,0.6615,1.6342,0.2476,0.9266,0.9872,1.9138,0.991,0.9404,0.516,0.8563,0.6866,0.488,3.4873,0.9263,9.7376,0.8721,0,0,0,1,1,0,0,0,0,0,1,1,2,1,0,0,0,0,1,4,2134,790,29.5,10.4,5199
51,VIRGINIA,VA,51059,Fairfax,51059452301,"Census Tract 4523.01, Fairfax County, Virginia",0.212231002952,3354,346,1552,48,1410,99,704,285,96,58,31517,3792,362,163,374,124,678,185,345,112,160,92,2548,392,814,296,1114,142,4,10,90,61,144,83,0,12,21.3,8.3,4.9,3.0,31517.0,3792.0,14.5,6.0,11.2,3.7,20.2,5.1,10.3,3.3,11.3,6.5,76.0,8.7,25.6,8.9,71.8,8.9,0.3,0.6,6.4,4.3,10.2,5.8,0.0,0.4,0.8548,0.5459,0.5467,0.6998,2.6472,0.7116,0.3172,0.3848,0.4194,0.7717,1.8931,0.4152,0.9127,0.9979,1.9106,0.9888,0.9739,0.4861,0.9372,0.7886,0.0,3.1858,0.8633,9.6367,0.8625,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,2,4,900,335,26.8,8.8,796
51,VIRGINIA,VA,51059,Fairfax,51059452302,"Census Tract 4523.02, Fairfax County, Virginia",0.233394411878,5303,510,1654,62,1586,86,845,408,206,136,21309,2419,510,165,255,88,1452,225,203,94,232,93,4476,572,759,314,1010,148,0,17,149,82,123,74,0,17,15.9,7.5,6.4,4.0,21309.0,2419.0,15.6,5.1,4.8,1.7,27.4,3.3,3.8,1.7,14.6,5.8,84.4,7.1,15.8,6.4,61.1,8.6,0.0,1.9,9.4,5.2,7.8,4.8,0.0,0.3,0.7363,0.7177,0.8533,0.7366,3.0439,0.8245,0.0569,0.8515,0.0288,0.8776,1.8148,0.3639,0.9516,0.983,1.9346,0.9963,0.9627,0.0,0.975,0.7096,0.0,2.6473,0.6631,9.4406,0.8427,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,2,4,1460,260,27.5,4.8,1864
51,VIRGINIA,VA,51059,Fairfax,51059452400,"Census Tract 4524, Fairfax County, Virginia",1.398901214178,7341,705,2280,92,2137,143,363,378,144,126,38349,4434,1114,412,1151,318,1722,362,468,228,115,87,4742,807,916,461,211,110,0,17,55,57,75,52,0,17,4.9,5.0,3.4,2.9,38349.0,4434.0,22.2,7.1,15.7,4.0,23.5,4.4,6.4,3.1,5.4,4.1,64.6,9.1,13.4,6.6,9.3,4.8,0.0,1.4,2.6,2.7,3.5,2.4,0.0,0.2,0.2696,0.3223,0.3749,0.901,1.8678,0.4735,0.537,0.6354,0.1628,0.3683,1.7035,0.2914,0.8441,0.9681,1.8122,0.9558,0.6424,0.0,0.7451,0.4287,0.0,1.8162,0.3417,7.1997,0.5233,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1143,457,15.6,5.7,3755
51,VIRGINIA,VA,51059,Fairfax,51059452501,"Census Tract 4525.01, Fairfax County, Virginia",1.849672982566,3720,291,1311,55,1246,83,25,28,56,56,43977,5371,331,96,512,55,678,113,226,76,39,29,1802,404,200,90,190,65,0,12,15,21,57,34,3,8,0.7,0.7,2.6,2.6,43977.0,5371.0,12.6,3.5,13.8,1.6,18.2,2.7,6.1,2.0,3.1,2.4,48.4,10.2,5.7,2.5,14.5,5.0,0.0,2.4,1.2,1.7,4.6,2.6,0.1,0.2,0.0128,0.2108,0.272,0.6285,1.1241,0.2322,0.4401,0.2443,0.1414,0.1442,0.97,0.064,0.6913,0.8627,1.554,0.8409,0.7265,0.0,0.5184,0.5302,0.488,2.2631,0.5109,5.9112,0.3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,114,5.9,3.1,27367
51,VIRGINIA,VA,51059,Fairfax,51059452502,"Census Tract 4525.02, Fairfax County, Virginia",0.466398860736,5783,483,1651,37,1604,64,682,310,194,97,21161,2001,810,262,384,83,1384,324,419,165,236,110,5068,536,517,162,985,176,11,15,197,107,131,86,0,17,11.8,5.2,5.7,2.7,21161.0,2001.0,21.0,6.0,6.6,1.5,23.9,5.2,7.3,2.9,14.7,6.9,87.6,5.7,9.8,2.9,59.7,10.6,0.7,0.9,12.3,6.7,8.2,5.3,0.0,0.3,0.6167,0.6398,0.8581,0.8813,2.9959,0.8079,0.1054,0.6615,0.2209,0.8808,1.8686,0.3991,0.9617,0.9425,1.9042,0.9862,0.9611,0.5576,0.9888,0.7272,0.0,3.2347,0.8783,10.0034,0.9021,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,2,4,1381,362,23.9,5.2,1694
51,VIRGINIA,VA,51059,Fairfax,51059452600,"Census Tract 4526, Fairfax County, Virginia",1.1663948369,7991,740,2867,44,2755,103,1147,808,125,82,43894,6918,922,673,619,184,1636,376,351,134,256,140,5920,852,796,442,1187,245,0,17,166,126,59,47,0,17,14.4,9.8,2.5,1.6,43894.0,6918.0,16.8,10.9,7.7,2.2,20.5,4.3,4.5,1.7,9.3,5.1,74.1,8.2,11.1,6.1,41.4,8.5,0.0,1.1,6.0,4.6,2.1,1.7,0.0,0.2,0.6978,0.1974,0.2736,0.7786,1.9474,0.496,0.1527,0.4103,0.0555,0.6674,1.2859,0.1131,0.9047,0.9542,1.8589,0.9745,0.9266,0.0,0.9287,0.2819,0.0,2.1372,0.4597,7.2294,0.5276,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,2,4,1431,815,18.3,9.2,7589
51,VIRGINIA,VA,51059,Fairfax,51059452700,"Census Tract 4527, Fairfax County, Virginia",0.499950352332,5412,450,1979,54,1896,73,1041,423,199,93,30460,3895,617,200,611,149,1587,253,315,100,287,101,4144,502,285,127,922,147,0,17,141,72,297,110,80,69,19.3,7.4,7.1,2.9,30460.0,3895.0,18.6,5.5,11.3,2.9,29.3,4.0,5.8,1.9,15.1,5.3,76.6,6.7,5.8,2.5,46.6,7.3,0.0,1.6,7.4,3.8,15.7,5.7,1.5,1.3,0.8126,0.7652,0.5819,0.8276,2.9873,0.8042,0.3199,0.9138,0.1243,0.8872,2.2452,0.6473,0.9138,0.8659,1.7797,0.9415,0.9356,0.0,0.9516,0.9034,0.7882,3.5788,0.9455,10.591,0.9433,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,3,5,1102,368,20.4,5.9,2023
51,VIRGINIA,VA,51059,Fairfax,51059452801,"Census Tract 4528.01, Fairfax County, Virginia",0.443240462776,5686,784,2650,57,2444,127,1057,667,163,102,42240,6783,355,199,743,156,984,397,452,229,182,107,3044,1080,401,263,2263,163,0,17,298,150,138,77,17,19,18.8,10.7,5.3,3.2,42240.0,6783.0,8.4,4.5,13.1,3.2,17.3,6.6,8.0,3.9,7.4,4.4,53.5,17.5,7.5,4.8,85.4,5.9,0.0,1.2,12.2,6.1,5.6,3.1,0.3,0.3,0.8051,0.5961,0.3003,0.4375,2.139,0.5522,0.4093,0.1985,0.2775,0.5258,1.4111,0.1526,0.7515,0.9095,1.661,0.8888,0.9856,0.0,0.9883,0.6017,0.6221,3.1977,0.8692,8.4088,0.7004,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,1276,757,22.5,11.4,3828
51,VIRGINIA,VA,51059,Fairfax,51059452802,"Census Tract 4528.02, Fairfax County, Virginia",0.048270858142,2855,287,1674,33,1590,88,596,196,48,35,47215,5344,187,87,839,144,290,129,384,144,66,53,1605,399,131,86,1632,54,17,19,62,51,169,77,0,12,20.9,6.0,3.2,2.2,47215.0,5344.0,7.5,3.4,29.4,6.1,10.2,4.4,13.5,5.1,4.2,3.3,56.2,12.8,4.7,3.1,97.5,2.6,1.0,1.1,3.9,3.2,10.6,4.8,0.0,0.4,0.8489,0.286,0.2304,0.397,1.7623,0.4409,0.9729,0.0527,0.6265,0.2422,1.8943,0.4162,0.7765,0.8398,1.6163,0.8723,0.9979,0.595,0.8441,0.803,0.0,3.24,0.8793,8.5129,0.7218,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,309,123,10.8,3.8,1037
51,VIRGINIA,VA,51059,Fairfax,51059460100,"Census Tract 4601, Fairfax County, Virginia",2.535300558902,4353,163,1471,34,1429,53,29,30,129,63,85428,7130,37,42,796,66,1148,49,360,93,14,17,1370,313,56,56,11,20,0,12,5,15,14,24,5,12,0.7,0.7,5.8,2.8,85428.0,7130.0,1.2,1.4,18.3,1.5,26.4,0.5,8.3,2.1,1.0,1.2,31.5,7.1,1.3,1.3,0.7,1.4,0.0,2.2,0.3,1.0,1.0,1.7,0.1,0.3,0.0128,0.6547,0.024,0.0373,0.7288,0.1001,0.6817,0.8052,0.2978,0.0314,1.8161,0.365,0.4641,0.5609,1.025,0.5396,0.3214,0.0,0.2773,0.1303,0.488,1.217,0.1639,4.7869,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,61,2.0,1.4,2280
51,VIRGINIA,VA,51059,Fairfax,51059460200,"Census Tract 4602, Fairfax County, Virginia",3.134538584942,4158,298,1340,31,1302,45,47,37,51,33,87748,8000,100,53,711,75,1054,177,306,93,57,42,854,425,95,65,0,17,21,29,11,22,9,14,0,12,1.1,0.9,2.6,1.6,87748.0,8000.0,3.6,1.9,17.1,2.1,25.3,3.9,7.4,2.1,4.4,3.2,20.5,10.1,2.4,1.7,0.0,1.3,1.6,2.2,0.8,1.7,0.7,1.1,0.0,0.3,0.0294,0.2108,0.0192,0.1687,0.4281,0.0321,0.6158,0.7488,0.2295,0.2602,1.8543,0.3895,0.2863,0.6998,0.9861,0.5114,0.0,0.6382,0.4156,0.0913,0.0,1.1451,0.1463,4.4136,0.1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,55,2.0,1.3,1263
51,VIRGINIA,VA,51059,Fairfax,51059460300,"Census Tract 4603, Fairfax County, Virginia",0.849083858036,2961,125,954,18,954,18,38,30,44,23,83674,7518,34,24,530,39,833,79,128,36,29,16,698,174,22,44,9,17,0,12,0,17,5,7,0,12,1.3,1.0,2.9,1.5,83674.0,7518.0,1.8,1.3,17.9,1.3,28.1,2.4,4.4,1.2,3.0,1.7,23.6,5.8,0.8,1.6,0.9,1.8,0.0,3.3,0.0,1.8,0.5,0.7,0.0,0.4,0.0406,0.246,0.0272,0.0633,0.3771,0.0203,0.6589,0.8808,0.0491,0.1352,1.724,0.3036,0.3337,0.4556,0.7893,0.3773,0.3427,0.0,0.0,0.0614,0.0,0.4041,0.032,3.2945,0.0246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,30,1.5,1.0,1185
51,VIRGINIA,VA,51059,Fairfax,51059460400,"Census Tract 4604, Fairfax County, Virginia",1.559964821784,5181,349,2019,56,1885,93,258,165,117,58,77791,9118,116,70,943,115,1199,170,485,130,69,47,2278,485,256,136,431,102,0,17,17,19,103,68,0,17,5.0,3.2,4.1,2.0,77791.0,9118.0,3.2,1.9,18.2,2.2,23.1,2.9,9.4,2.6,3.7,2.5,44.0,8.9,5.3,2.8,21.3,5.1,0.0,1.6,0.9,1.0,5.5,3.6,0.0,0.3,0.2739,0.4194,0.0389,0.1442,0.8764,0.1536,0.6759,0.6024,0.3559,0.1905,1.8247,0.3687,0.6397,0.8552,1.4949,0.8068,0.8073,0.0,0.447,0.5948,0.0,1.8491,0.3545,6.0451,0.3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,191,4.3,3.6,9530
51,VIRGINIA,VA,51059,Fairfax,51059460501,"Census Tract 4605.01, Fairfax County, Virginia",0.861863834236,2592,182,876,27,859,36,87,61,52,36,78229,9945,38,28,446,47,617,77,163,62,29,26,934,219,99,63,0,17,10,13,0,17,0,12,5,6,3.4,2.4,4.5,3.0,78229.0,9945.0,2.2,1.6,17.2,2.2,23.8,2.5,6.3,2.4,3.4,3.1,36.0,8.1,4.1,2.6,0.0,1.9,1.1,1.5,0.0,2.0,0.0,3.7,0.2,0.2,0.1762,0.4877,0.0363,0.0857,0.7859,0.1161,0.6237,0.6546,0.1542,0.1623,1.5948,0.2284,0.5301,0.8132,1.3433,0.7275,0.0,0.603,0.0,0.0,0.5636,1.1666,0.1543,4.8906,0.1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,1.2,1.0,11611
51,VIRGINIA,VA,51059,Fairfax,51059460502,"Census Tract 4605.02, Fairfax County, Virginia",1.347434975884,7634,636,2727,79,2649,125,506,311,196,130,62273,7676,279,119,762,201,1866,290,510,166,178,131,3571,760,439,267,478,121,0,17,71,65,30,37,26,20,6.7,4.2,4.6,2.9,62273.0,7676.0,5.7,2.4,10.0,2.7,24.4,3.2,6.7,2.2,6.7,4.9,46.8,9.2,6.1,3.7,17.5,4.4,0.0,1.2,2.7,2.5,1.1,1.4,0.3,0.3,0.3796,0.5011,0.0917,0.3012,1.2736,0.2868,0.256,0.6961,0.1852,0.4699,1.6072,0.2332,0.6764,0.8755,1.5519,0.8393,0.7626,0.0,0.7573,0.1426,0.6221,2.2846,0.5238,6.7173,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,459,9.0,5.7,4673
51,VIRGINIA,VA,51059,Fairfax,51059460600,"Census Tract 4606, Fairfax County, Virginia",1.095538942268,3995,237,1328,25,1297,50,43,39,50,36,69398,7401,119,67,749,109,1061,123,350,86,57,46,1180,333,106,85,0,17,0,12,15,18,44,35,122,91,1.1,1.0,2.5,1.8,69398.0,7401.0,4.3,2.5,18.7,2.3,26.6,2.6,9.0,2.2,4.4,3.6,29.5,8.2,2.8,2.3,0.0,1.3,0.0,2.4,1.2,1.4,3.4,2.7,3.1,2.3,0.0294,0.1974,0.0667,0.2161,0.5096,0.0433,0.7041,0.8164,0.3351,0.2602,2.1158,0.563,0.4242,0.7376,1.1618,0.6168,0.0,0.0,0.5184,0.4229,0.8568,1.7981,0.3369,5.5853,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,49,1.5,1.3,2700
51,VIRGINIA,VA,51059,Fairfax,51059460701,"Census Tract 4607.01, Fairfax County, Virginia",0.67119006425,3531,255,1134,68,1087,74,58,44,36,40,54924,11097,338,175,393,85,930,147,289,104,60,47,1748,318,305,129,94,63,0,12,46,51,31,33,0,12,1.6,1.2,2.0,2.2,54924.0,11097.0,13.9,7.1,11.1,2.1,26.3,3.7,8.2,2.9,5.5,4.4,49.5,8.3,9.3,3.9,8.3,5.5,0.0,2.8,4.2,4.7,2.9,3.0,0.0,0.3,0.0561,0.1238,0.1419,0.6786,1.0004,0.1958,0.3135,0.7994,0.2908,0.3768,1.7805,0.342,0.7068,0.9383,1.6451,0.8813,0.6189,0.0,0.8606,0.3737,0.0,1.8532,0.3556,6.2792,0.3686,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,297,155,8.4,4.2,1834
51,VIRGINIA,VA,51059,Fairfax,51059460702,"Census Tract 4607.02, Fairfax County, Virginia",1.09235205636,4614,214,1540,56,1533,55,82,69,133,61,71146,8050,107,52,597,60,1367,149,297,76,73,53,1281,320,93,77,0,17,0,12,9,17,17,20,10,11,1.8,1.5,5.4,2.4,71146.0,8050.0,3.5,1.7,12.9,1.4,29.6,2.9,6.5,1.6,4.8,3.5,27.8,6.8,2.1,1.8,0.0,1.1,0.0,2.1,0.6,1.2,1.1,1.3,0.2,0.2,0.0683,0.6078,0.0619,0.1629,0.9009,0.1632,0.4007,0.9218,0.1702,0.306,1.7987,0.3549,0.3981,0.6727,1.0708,0.5668,0.0,0.0,0.3507,0.1426,0.5636,1.0569,0.1345,4.8273,0.1557,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,153,105,3.3,2.3,3810
51,VIRGINIA,VA,51059,Fairfax,51059460800,"Census Tract 4608, Fairfax County, Virginia",0.934142128636,3236,229,1130,61,1130,61,162,99,63,48,77152,11774,44,34,406,81,766,108,171,73,50,35,734,300,91,70,127,59,0,12,21,25,39,46,0,12,5.0,3.0,3.5,2.7,77152.0,11774.0,2.1,1.6,12.5,2.4,23.7,2.9,5.3,2.3,4.4,3.1,22.7,9.2,2.9,2.3,11.2,5.2,0.0,2.8,1.9,2.3,3.5,4.1,0.0,0.4,0.2739,0.3378,0.0411,0.0788,0.7316,0.1011,0.3757,0.6487,0.095,0.2602,1.3796,0.1414,0.3214,0.7456,1.067,0.5657,0.6754,0.0,0.645,0.4287,0.0,1.7491,0.3139,4.9273,0.1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,139,5.8,4.1,6068
51,VIRGINIA,VA,51059,Fairfax,51059460900,"Census Tract 4609, Fairfax County, Virginia",1.062390927262,2521,115,879,33,859,38,52,39,17,14,74697,6339,38,22,427,55,692,54,165,44,26,14,606,177,25,49,0,17,0,12,0,17,5,7,0,12,2.1,1.5,1.4,1.2,74697.0,6339.0,2.2,1.3,16.9,2.1,27.4,1.7,6.6,1.8,3.0,1.6,24.0,6.9,1.0,2.0,0.0,1.9,0.0,3.6,0.0,2.0,0.6,0.9,0.0,0.5,0.0865,0.0598,0.048,0.0857,0.28,0.0107,0.6014,0.8515,0.1761,0.1352,1.7642,0.3319,0.3379,0.5077,0.8456,0.4066,0.0,0.0,0.0,0.0763,0.0,0.0763,0.0091,2.9661,0.0144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,31,2.2,1.2,2503
51,VIRGINIA,VA,51059,Fairfax,51059461000,"Census Tract 4610, Fairfax County, Virginia",0.643188402802,2586,163,879,32,861,40,46,37,43,27,63387,7811,65,39,355,44,772,103,137,45,69,34,799,214,19,48,21,18,0,12,0,17,13,14,0,12,1.8,1.4,3.0,1.9,63387.0,7811.0,3.9,2.4,13.7,1.8,29.9,3.5,5.3,1.8,8.0,4.0,30.9,8.1,0.8,2.0,2.4,2.1,0.0,3.6,0.0,2.0,1.5,1.6,0.0,0.5,0.0683,0.2615,0.0875,0.1895,0.6068,0.0674,0.4359,0.9292,0.095,0.5758,2.0359,0.5085,0.4492,0.4556,0.9048,0.4481,0.4295,0.0,0.0,0.2018,0.0,0.6313,0.0641,4.1788,0.0894,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,96,62,3.7,2.4,2591
