ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
51,VIRGINIA,VA,51003,Albemarle,51003011301,"Census Tract 113.01, Albemarle County, Virginia",100.795034834998,5755,420,2370,108,2161,132,642,333,140,109,33887,3104,708,228,992,132,891,246,674,215,61,49,1081,671,42,75,0,24,374,155,0,24,9,15,5,12,11.2,5.8,3.9,3.1,33887.0,3104.0,15.7,5.0,17.2,2.4,15.5,4.1,11.7,3.7,2.8,2.3,18.8,11.6,0.8,1.4,0.0,1.0,15.8,6.5,0.0,1.1,0.4,0.7,0.1,0.2,0.5937,0.3954,0.4869,0.7387,2.2147,0.5805,0.6237,0.1288,0.5149,0.1208,1.3882,0.1446,0.2602,0.4556,0.7158,0.3337,0.0,0.8762,0.0,0.055,0.488,1.4192,0.2205,5.7379,0.2814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,208,10.7,3.5,3077
51,VIRGINIA,VA,51003,Albemarle,51003011302,"Census Tract 113.02, Albemarle County, Virginia",1.149624882632,4833,468,1671,134,1589,155,1440,505,87,50,22254,2935,425,157,161,77,1229,279,301,106,184,106,2395,601,280,120,674,136,319,99,99,76,96,75,0,12,29.9,9.4,3.3,1.9,22254.0,2935.0,18.0,6.5,3.3,1.6,25.4,5.2,6.3,2.3,11.6,6.6,49.6,11.5,6.2,2.6,40.3,7.5,19.1,5.6,6.2,4.8,6.0,4.6,0.0,0.2,0.9386,0.3036,0.8315,0.8164,2.8901,0.7796,0.0309,0.7531,0.1542,0.7823,1.7205,0.302,0.7073,0.8765,1.5838,0.852,0.9202,0.9029,0.9345,0.6284,0.0,3.386,0.9098,9.5804,0.8571,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,3,4,833,379,17.3,7.3,2740
51,VIRGINIA,VA,51003,Albemarle,51003011303,"Census Tract 113.03, Albemarle County, Virginia",2.23201898231,3833,288,1558,59,1483,67,335,197,19,20,40107,3857,256,105,409,68,679,124,245,91,12,17,1040,389,46,61,485,104,0,12,31,29,7,12,418,145,9.8,5.4,0.9,0.9,40107.0,3857.0,9.1,3.5,10.7,2.0,17.7,2.9,7.2,2.7,0.8,1.2,27.1,10.0,1.3,1.7,31.1,6.6,0.0,2.1,2.1,2.0,0.5,0.8,10.9,3.7,0.5312,0.0251,0.3344,0.4683,1.359,0.3087,0.2874,0.2155,0.2113,0.0266,0.7408,0.0448,0.389,0.5609,0.9499,0.4816,0.8765,0.0,0.6786,0.0614,0.9361,2.5526,0.6263,5.6023,0.2616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,261,149,7.7,4.3,7108
51,VIRGINIA,VA,51003,Albemarle,51003011400,"Census Tract 114, Albemarle County, Virginia",115.231192861284,5193,434,2108,81,1869,100,613,249,73,42,27900,3821,551,130,804,125,1479,289,591,119,264,107,1705,569,114,117,48,24,170,81,71,44,49,29,8,15,11.9,4.8,3.1,1.8,27900.0,3821.0,16.2,3.8,15.5,2.6,28.5,5.0,11.4,2.4,14.1,5.7,32.8,10.6,2.4,2.4,2.3,1.2,8.1,3.8,3.8,2.4,2.6,1.5,0.2,0.3,0.6204,0.2711,0.6619,0.7536,2.307,0.6078,0.5269,0.8984,0.4995,0.8648,2.7896,0.912,0.4795,0.6998,1.1793,0.6296,0.4263,0.786,0.8393,0.3417,0.5636,2.9569,0.7768,9.2328,0.8133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,234,13.3,4.2,1895
51,VIRGINIA,VA,51005,Alleghany,51005070100,"Census Tract 701, Alleghany County, Virginia",2.7582740778,3753,209,1922,128,1623,121,1341,299,189,114,20336,2625,444,151,779,103,814,148,761,153,178,68,713,294,6,48,172,46,178,88,40,47,200,92,179,113,37.8,7.7,12.8,7.6,20336.0,2625.0,16.5,5.4,20.8,2.8,21.7,3.8,21.3,4.1,11.0,4.1,19.0,7.8,0.2,1.3,8.9,2.3,9.3,4.5,2.5,2.9,12.3,5.5,4.8,3.0,0.9722,0.9536,0.8821,0.768,3.5759,0.947,0.7962,0.4997,0.9157,0.7573,2.9689,0.9536,0.2613,0.2432,0.5045,0.2198,0.636,0.8026,0.7344,0.8558,0.8941,3.9229,0.984,10.9722,0.9636,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,443,152,12.4,4.1,2404
51,VIRGINIA,VA,51005,Alleghany,51005080100,"Census Tract 801, Alleghany County, Virginia",86.542152478276,3169,289,1677,70,1314,109,477,205,56,39,22422,2258,424,170,798,166,603,115,570,137,46,27,243,403,0,48,21,33,192,88,2,12,85,58,52,79,15.4,6.3,4.4,3.0,22422.0,2258.0,18.1,6.5,25.2,5.1,19.0,3.2,18.3,4.5,3.5,2.1,7.7,12.7,0.0,1.6,1.3,2.0,11.4,5.2,0.2,1.0,6.5,4.3,1.6,2.5,0.7218,0.4723,0.8272,0.8191,2.8404,0.7683,0.925,0.289,0.8383,0.1719,2.2242,0.6313,0.0894,0.0,0.0894,0.0484,0.3693,0.8244,0.2704,0.6551,0.7935,2.9127,0.7667,8.0667,0.6538,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,171,108,5.5,3.4,1435
51,VIRGINIA,VA,51005,Alleghany,51005080201,"Census Tract 802.01, Alleghany County, Virginia",61.359716714204,2757,206,1439,58,1260,113,300,118,34,26,32759,3447,216,90,752,128,518,86,548,164,55,42,71,289,0,48,119,50,66,45,9,18,90,62,0,12,11.0,4.1,2.9,2.2,32759.0,3447.0,10.6,4.0,27.3,4.4,18.8,2.8,19.9,5.5,4.4,3.3,2.6,10.5,0.0,1.9,8.3,3.5,4.6,3.2,0.7,1.5,7.1,4.7,0.0,0.4,0.5873,0.246,0.5195,0.5439,1.8967,0.4815,0.958,0.2735,0.8874,0.2602,2.3791,0.7279,0.0234,0.0,0.0234,0.0197,0.6189,0.7364,0.3848,0.6786,0.0,2.4187,0.5734,6.7179,0.4393,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,117,71,4.2,2.6,4287
51,VIRGINIA,VA,51005,Alleghany,51005080202,"Census Tract 802.02, Alleghany County, Virginia",84.947479789406,2305,252,1228,54,1108,90,431,174,22,41,33054,8369,230,92,524,57,401,156,433,132,74,59,135,365,0,48,0,17,38,41,9,18,33,28,9,4,18.9,6.8,2.2,4.0,33054.0,8369.0,13.2,5.4,22.7,3.7,17.4,6.5,18.8,5.5,6.7,5.3,5.9,15.9,0.0,2.2,0.0,1.4,3.1,3.3,0.8,1.7,3.0,2.4,0.4,0.2,0.8067,0.151,0.5104,0.6541,2.1222,0.5474,0.86,0.2033,0.8522,0.4699,2.3854,0.7316,0.0633,0.0,0.0633,0.0389,0.0,0.7038,0.4156,0.3871,0.6573,2.1638,0.4757,6.7347,0.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,96,6.7,4.1,2516
51,VIRGINIA,VA,51005,Alleghany,51005080301,"Census Tract 803.01, Alleghany County, Virginia",91.538932438088,1952,191,941,47,848,63,347,146,43,42,26244,2906,191,88,444,71,381,98,222,66,72,51,37,270,0,48,0,17,128,58,11,18,0,12,26,12,18.1,6.9,5.0,4.6,26244.0,2906.0,13.6,5.8,22.7,4.3,19.5,4.6,11.5,3.1,8.5,6.0,1.9,13.8,0.0,2.5,0.0,1.8,13.6,6.1,1.3,2.2,0.0,3.8,1.3,0.6,0.7875,0.5592,0.712,0.6668,2.7255,0.7378,0.86,0.3289,0.5043,0.6163,2.3095,0.6852,0.0165,0.0,0.0165,0.0138,0.0,0.8511,0.5402,0.0,0.7733,2.1646,0.4762,7.2161,0.5265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,79,5.3,3.9,880
51,VIRGINIA,VA,51005,Alleghany,51005080302,"Census Tract 803.02, Alleghany County, Virginia",119.422421577458,1350,177,827,49,588,63,127,71,14,14,34342,7755,121,55,264,33,222,86,250,73,0,17,95,239,5,47,32,26,164,70,0,17,16,23,70,40,9.4,5.1,2.2,2.3,34342.0,7755.0,11.5,5.2,19.6,3.4,16.4,6.0,18.5,5.1,0.0,2.9,7.0,17.7,0.4,3.7,3.9,3.2,19.8,8.3,0.0,2.9,2.7,3.9,5.2,2.9,0.5163,0.151,0.4773,0.5854,1.73,0.4286,0.7499,0.1607,0.8453,0.0,1.7559,0.3228,0.0809,0.3188,0.3997,0.1687,0.4912,0.9088,0.0,0.3502,0.8984,2.6486,0.6642,6.5342,0.4088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,68,45,5.0,3.2,903
51,VIRGINIA,VA,51007,Amelia,51007930100,"Census Tract 9301, Amelia County, Virginia",189.89568565254,6877,417,2990,103,2451,187,931,312,77,74,27092,3023,819,178,1281,133,1787,198,1035,226,261,124,1898,555,67,97,0,24,821,201,61,52,102,54,36,18,13.5,4.6,2.4,2.2,27092.0,3023.0,17.4,3.7,18.6,1.9,26.0,2.4,15.1,3.3,10.6,5.0,27.6,7.9,1.0,1.5,0.0,0.8,27.5,6.8,2.5,2.1,4.2,2.3,0.5,0.3,0.6733,0.183,0.6875,0.7999,2.3437,0.6239,0.6956,0.7839,0.7182,0.736,2.9337,0.944,0.3949,0.5077,0.9026,0.4454,0.0,0.9573,0.7344,0.4981,0.6812,2.871,0.7507,9.051,0.7876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,720,328,10.5,4.7,3096
51,VIRGINIA,VA,51007,Amelia,51007930200,"Census Tract 9302, Amelia County, Virginia",165.373565389888,5977,417,2553,103,2338,145,776,271,101,71,31441,3753,668,209,1144,133,990,190,722,217,98,69,1530,555,19,74,22,38,552,153,88,97,56,49,103,83,13.2,4.3,3.2,2.2,31441.0,3753.0,15.4,4.5,19.1,2.2,16.6,3.0,12.3,3.7,4.2,2.9,25.6,9.1,0.3,1.3,0.9,1.5,21.6,5.9,3.8,4.2,2.4,2.1,1.7,1.4,0.6647,0.286,0.5493,0.7307,2.2307,0.5875,0.7243,0.1692,0.5555,0.2422,1.6912,0.286,0.3646,0.2757,0.6403,0.289,0.3427,0.9189,0.8393,0.3257,0.7967,3.2233,0.8756,7.7855,0.6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,706,328,12.0,5.4,5960
51,VIRGINIA,VA,51009,Amherst,51009010100,"Census Tract 101, Amherst County, Virginia",266.7748023727,4673,598,2617,89,1834,214,640,337,88,64,23168,2281,490,201,1378,235,756,256,644,204,86,64,714,834,74,86,0,17,424,157,36,42,47,44,22,18,14.0,7.1,4.7,3.3,23168.0,2281.0,13.6,4.9,29.5,4.3,16.2,5.1,13.8,4.0,4.7,3.5,15.3,17.8,1.6,1.9,0.0,0.6,16.2,6.1,2.0,2.3,2.6,2.3,0.5,0.4,0.6893,0.5181,0.8075,0.6668,2.6817,0.7207,0.9739,0.1511,0.6483,0.2927,2.066,0.5304,0.199,0.6163,0.8153,0.3928,0.0,0.8783,0.6615,0.3417,0.6812,2.5627,0.63,8.1257,0.6613,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,536,230,11.5,4.8,1731
51,VIRGINIA,VA,51009,Amherst,51009010200,"Census Tract 102, Amherst County, Virginia",111.4078788104,7328,449,3016,84,2510,158,831,246,149,73,24211,2268,754,208,1524,169,1157,191,1126,257,121,68,1900,642,64,79,30,28,314,144,38,47,108,45,1062,200,12.5,3.7,4.4,2.1,24211.0,2268.0,15.0,3.9,20.8,2.1,15.8,2.4,15.7,3.3,4.8,2.7,25.9,8.6,0.9,1.1,1.0,0.9,10.4,4.8,1.5,1.9,4.3,1.8,14.5,2.6,0.6434,0.4723,0.776,0.7174,2.6091,0.6982,0.7962,0.1394,0.7449,0.306,1.9865,0.4712,0.3736,0.4832,0.8568,0.4146,0.3518,0.8143,0.5822,0.5045,0.9473,3.2001,0.8697,8.6525,0.7373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,690,240,9.6,3.4,8905
51,VIRGINIA,VA,51009,Amherst,51009010300,"Census Tract 103, Amherst County, Virginia",40.326052345978,3369,297,1469,76,1321,89,248,145,34,38,33432,4843,180,78,626,102,738,187,427,110,33,41,514,404,0,48,0,17,123,92,4,14,29,23,5,5,7.4,4.2,2.0,2.1,33432.0,4843.0,7.4,3.2,18.6,2.9,21.9,5.2,12.7,3.3,2.5,3.1,15.3,11.9,0.0,1.5,0.0,1.2,8.4,6.3,0.3,1.1,2.2,1.7,0.1,0.1,0.4175,0.1238,0.5013,0.3922,1.4348,0.328,0.6956,0.5168,0.5752,0.1011,1.8887,0.4109,0.199,0.0,0.199,0.0894,0.0,0.7914,0.2773,0.2968,0.488,1.8535,0.3561,5.376,0.2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,199,8.8,5.7,1579
51,VIRGINIA,VA,51009,Amherst,51009010401,"Census Tract 104.01, Amherst County, Virginia",12.22359549596,3254,275,1451,77,1217,108,278,170,48,38,24941,3992,358,138,427,85,790,127,360,104,114,75,868,401,10,49,0,17,444,105,1,27,50,42,0,12,8.6,4.9,2.9,2.2,24941.0,3992.0,15.7,5.9,13.1,2.6,24.3,3.3,11.1,3.2,9.4,6.1,26.7,12.1,0.3,1.7,0.0,1.2,30.6,7.2,0.1,2.3,4.1,3.4,0.0,0.4,0.4816,0.246,0.7499,0.7387,2.2162,0.5811,0.4093,0.6876,0.4819,0.6738,2.2526,0.6558,0.3853,0.2757,0.661,0.3012,0.0,0.9749,0.265,0.4853,0.0,1.7252,0.3027,6.855,0.4666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,309,152,9.5,4.4,1449
51,VIRGINIA,VA,51009,Amherst,51009010402,"Census Tract 104.02, Amherst County, Virginia",5.619177156016,3327,273,1343,86,1239,107,304,193,113,78,25128,2797,428,121,762,131,567,101,481,127,48,58,939,396,24,54,5,15,25,24,41,32,80,48,13,11,9.1,5.7,6.7,4.6,25128.0,2797.0,18.8,5.0,22.9,4.3,17.0,2.7,14.5,3.9,3.9,4.7,28.2,11.7,0.8,1.7,0.4,1.2,1.9,1.8,3.3,2.6,6.5,3.9,0.4,0.3,0.5035,0.7412,0.7435,0.8324,2.8206,0.764,0.8659,0.1836,0.6884,0.2161,1.954,0.4498,0.4034,0.4556,0.859,0.4167,0.2762,0.6574,0.8047,0.6551,0.6573,3.0507,0.8089,8.6843,0.7416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,66,3.5,2.0,2196
51,VIRGINIA,VA,51009,Amherst,51009010502,"Census Tract 105.02, Amherst County, Virginia",1.789392035612,507,176,182,47,182,47,24,25,45,49,25283,6474,99,71,67,40,48,34,99,56,17,21,95,246,0,48,3,13,71,38,0,17,0,12,0,12,4.7,4.8,14.3,12.4,25283.0,6474.0,25.0,14.2,13.2,9.1,9.5,5.8,19.8,9.1,9.3,11.6,18.7,48.1,0.0,9.6,1.6,7.6,39.0,17.7,0.0,9.3,0.0,16.3,0.0,2.4,0.2573,0.9723,0.7403,0.9383,2.9082,0.7838,0.413,0.0452,0.8826,0.6674,2.0082,0.4893,0.2592,0.0,0.2592,0.1096,0.3816,0.9952,0.0,0.0,0.0,1.3768,0.2093,6.5524,0.4141,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,104,97,20.8,14.8,330
51,VIRGINIA,VA,51009,Amherst,51009010503,"Census Tract 105.03, Amherst County, Virginia",5.892232737538,2452,324,1059,57,929,80,430,181,125,58,19593,2284,290,99,370,56,668,166,452,125,180,82,770,404,0,48,5,15,25,18,17,23,75,44,0,12,17.6,7.4,11.4,4.7,19593.0,2284.0,17.7,6.2,15.1,2.5,27.2,5.7,18.4,4.6,19.4,8.7,31.4,16.0,0.0,2.2,0.5,1.5,2.4,1.7,1.8,2.5,8.1,4.6,0.0,0.5,0.7752,0.9349,0.9035,0.8095,3.4231,0.9176,0.5061,0.8435,0.8415,0.9494,3.1405,0.9824,0.4619,0.0,0.4619,0.1985,0.2863,0.6782,0.6285,0.7224,0.0,2.3154,0.543,9.3409,0.8288,0,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,298,102,12.2,3.6,2772
51,VIRGINIA,VA,51009,Amherst,51009010504,"Census Tract 105.04, Amherst County, Virginia",4.227499138054,3753,371,1793,72,1653,109,794,309,130,83,23867,2843,390,91,752,112,805,213,609,146,174,95,1131,513,0,48,44,34,81,46,37,37,183,78,4,6,21.2,7.4,6.7,4.1,23867.0,2843.0,13.8,3.1,20.0,3.4,21.4,5.3,16.2,3.6,10.5,5.8,30.1,13.4,0.0,1.4,2.5,1.9,4.5,2.6,2.2,2.3,11.1,4.6,0.1,0.2,0.8521,0.7412,0.7883,0.6732,3.0548,0.8266,0.7626,0.4742,0.7657,0.7328,2.7353,0.8959,0.4359,0.0,0.4359,0.1831,0.4385,0.7332,0.6892,0.8142,0.488,3.1631,0.8532,9.3891,0.8336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,177,14.0,4.2,3181
51,VIRGINIA,VA,51009,Amherst,51009010600,"Census Tract 106, Amherst County, Virginia",25.700667660002,3219,395,1237,78,1159,84,781,512,210,164,19450,3533,359,168,478,78,793,243,497,162,57,43,1000,533,7,47,0,17,155,64,52,67,80,50,0,12,24.3,14.1,12.1,8.4,19450.0,3533.0,16.9,7.5,14.8,2.8,24.6,6.9,15.4,4.9,4.9,3.7,31.1,16.1,0.2,1.5,0.0,1.4,12.5,5.3,4.5,5.8,6.9,4.3,0.0,0.4,0.8954,0.9477,0.9067,0.7829,3.5327,0.9401,0.4944,0.7041,0.7337,0.3177,2.2499,0.6515,0.455,0.2432,0.6982,0.3204,0.0,0.8372,0.8755,0.6722,0.0,2.3849,0.5649,8.8657,0.7619,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,401,236,12.5,6.4,2559
51,VIRGINIA,VA,51011,Appomattox,51011040100,"Census Tract 401, Appomattox County, Virginia",62.297756928632,6824,387,3147,87,2748,148,1040,328,101,65,26544,3187,804,175,1466,140,1487,167,1280,250,260,102,1597,471,34,80,113,50,583,135,33,25,195,67,72,74,15.4,4.7,3.3,2.1,26544.0,3187.0,16.1,3.5,21.5,1.8,21.8,2.1,18.9,3.4,9.5,3.7,23.4,6.8,0.5,1.3,3.6,1.6,18.5,4.2,1.2,0.9,7.1,2.4,1.1,1.1,0.7218,0.3036,0.7045,0.7504,2.4803,0.6651,0.8233,0.5077,0.8559,0.678,2.8649,0.9328,0.3294,0.3646,0.694,0.3161,0.4774,0.8986,0.5184,0.6786,0.7632,3.3362,0.8986,9.3754,0.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,184,11.4,2.6,8675
51,VIRGINIA,VA,51011,Appomattox,51011040200,"Census Tract 402, Appomattox County, Virginia",125.128148129998,4314,323,2062,68,1731,125,313,221,44,43,28772,3254,365,142,761,87,913,145,517,142,139,68,886,426,0,48,0,17,356,103,6,15,23,21,0,12,7.3,5.1,2.0,2.0,28772.0,3254.0,11.9,4.3,17.6,2.0,21.2,3.0,12.0,3.3,8.0,3.9,20.5,9.8,0.0,1.2,0.0,0.8,17.3,5.0,0.3,0.9,1.3,1.2,0.0,0.3,0.4122,0.1238,0.6331,0.5998,1.7689,0.4436,0.6461,0.4609,0.5331,0.5758,2.2159,0.6275,0.2863,0.0,0.2863,0.1224,0.0,0.8895,0.2773,0.1751,0.0,1.3419,0.1981,5.613,0.2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,127,8.6,2.7,1816
51,VIRGINIA,VA,51011,Appomattox,51011040300,"Census Tract 403, Appomattox County, Virginia",146.792672278064,4439,330,2055,74,1616,129,743,262,130,80,25593,2535,589,160,873,103,944,113,807,172,135,61,1149,423,12,50,0,17,594,139,41,25,87,52,0,12,16.7,5.8,6.6,4.0,25593.0,2535.0,19.3,4.5,19.7,2.1,21.3,2.0,18.2,3.5,8.4,3.8,25.9,9.4,0.3,1.2,0.0,0.8,28.9,6.5,2.5,1.6,5.4,3.2,0.0,0.3,0.7517,0.7343,0.7312,0.8451,3.0623,0.8299,0.7531,0.4673,0.8335,0.6067,2.6606,0.865,0.3736,0.2757,0.6493,0.2938,0.0,0.9658,0.7344,0.5894,0.0,2.2896,0.5275,8.6618,0.7384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,135,70,3.0,1.5,1908
51,VIRGINIA,VA,51013,Arlington,51013100100,"Census Tract 1001, Arlington County, Virginia",0.848328256422,5303,315,1758,62,1728,74,63,54,55,40,76748,8587,49,39,720,82,1570,147,303,96,111,66,1240,443,113,119,8,21,0,17,0,24,10,17,10,7,1.2,1.0,2.1,1.5,76748.0,8587.0,1.4,1.2,13.6,1.6,29.6,2.1,5.7,1.9,6.4,3.8,23.4,8.2,2.3,2.5,0.5,1.2,0.0,1.8,0.0,1.4,0.6,1.0,0.2,0.1,0.0342,0.1366,0.0416,0.0463,0.2587,0.0086,0.4327,0.9218,0.1174,0.446,1.9179,0.4285,0.3294,0.6913,1.0207,0.5365,0.2863,0.0,0.0,0.0763,0.5636,0.9262,0.1127,4.1235,0.0824,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,102,71,1.9,1.4,2711
51,VIRGINIA,VA,51013,Arlington,51013100200,"Census Tract 1002, Arlington County, Virginia",1.238589733268,6492,339,2209,80,2195,82,96,71,62,56,94706,14118,4,4,1035,88,1940,233,317,95,50,58,938,490,147,158,16,29,0,17,0,24,44,40,6,4,1.5,1.1,2.0,1.8,94706.0,14118.0,0.1,0.1,15.9,1.6,29.9,3.2,4.9,1.5,2.3,2.7,14.4,7.5,2.5,2.7,0.7,1.3,0.0,1.5,0.0,1.1,2.0,1.8,0.1,0.1,0.0486,0.1238,0.0128,0.0085,0.1937,0.0048,0.5455,0.9292,0.0742,0.0825,1.6314,0.2455,0.1884,0.7094,0.8978,0.4433,0.3214,0.0,0.0,0.2691,0.488,1.0785,0.1383,3.8014,0.0535,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,124,87,1.9,1.3,3968
51,VIRGINIA,VA,51013,Arlington,51013100300,"Census Tract 1003, Arlington County, Virginia",1.7087137061,6535,384,2141,58,2116,66,53,54,146,70,96560,12636,19,29,1049,109,1775,207,364,110,106,58,935,561,36,71,0,24,14,21,0,24,0,17,529,139,0.9,0.9,5.1,2.4,96560.0,12636.0,0.5,0.7,16.1,1.8,27.2,2.7,5.6,1.6,5.0,2.8,14.3,8.5,0.6,1.2,0.0,1.1,0.7,1.0,0.0,1.1,0.0,1.5,8.1,2.1,0.0214,0.5699,0.0112,0.0149,0.6174,0.0712,0.5593,0.8435,0.111,0.3284,1.8422,0.3821,0.1868,0.3965,0.5833,0.2608,0.0,0.5576,0.0,0.0,0.9218,1.4794,0.2349,4.5223,0.1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,91,95,1.4,1.4,4316
51,VIRGINIA,VA,51013,Arlington,51013100400,"Census Tract 1004, Arlington County, Virginia",1.473188397284,3767,201,1372,38,1320,66,97,81,43,24,115267,11707,54,44,746,77,1009,102,279,82,59,39,537,285,25,52,0,17,0,12,0,17,10,16,21,13,2.6,2.2,2.4,1.3,115267.0,11707.0,2.1,1.7,19.8,1.8,26.8,2.3,7.4,2.1,4.5,3.0,14.3,7.5,0.7,1.4,0.0,1.2,0.0,2.3,0.0,1.3,0.8,1.2,0.6,0.3,0.1196,0.183,0.0027,0.0788,0.3841,0.0225,0.7568,0.8265,0.2295,0.2762,2.089,0.5448,0.1868,0.4268,0.6136,0.2751,0.0,0.0,0.0,0.1025,0.7025,0.805,0.0918,3.8917,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,0.7,0.7,1063
51,VIRGINIA,VA,51013,Arlington,51013100500,"Census Tract 1005, Arlington County, Virginia",0.826492643914,4697,260,1741,41,1676,67,128,84,114,62,96333,9857,36,31,593,87,1272,96,149,65,53,38,807,379,41,62,128,46,0,12,13,15,43,32,23,13,2.7,1.7,4.3,2.4,96333.0,9857.0,1.2,1.0,12.6,1.7,27.1,1.4,3.2,1.4,3.2,2.3,17.2,8.0,0.9,1.4,7.4,2.7,0.0,1.8,0.8,0.9,2.6,1.9,0.5,0.3,0.1276,0.4557,0.0117,0.0373,0.6323,0.0738,0.3821,0.8398,0.0149,0.149,1.3858,0.1441,0.2342,0.4832,0.7174,0.3353,0.595,0.0,0.4156,0.3417,0.6812,2.0335,0.4164,4.769,0.1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,51,1.2,1.1,2318
51,VIRGINIA,VA,51013,Arlington,51013100600,"Census Tract 1006, Arlington County, Virginia",0.390861865456,3270,251,1342,30,1277,65,184,84,36,32,75463,9892,76,63,498,106,626,113,287,123,48,35,889,341,98,90,468,84,0,12,15,22,50,32,229,117,6.0,2.7,2.0,1.8,75463.0,9892.0,3.2,2.6,15.2,3.1,19.1,3.1,9.5,3.9,3.8,2.8,27.2,10.2,3.2,2.9,34.9,6.3,0.0,2.4,1.2,1.8,3.9,2.5,7.0,3.5,0.3374,0.1238,0.0464,0.1442,0.6518,0.0797,0.5114,0.2986,0.3613,0.2001,1.3714,0.1382,0.3896,0.7674,1.157,0.6147,0.8952,0.0,0.5184,0.464,0.9143,2.7919,0.7234,5.9721,0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,132,87,4.4,2.8,1889
